ENTIDAD,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL,Año
BAJA CALIFORNIA SUR,0.812617699763402,2.71074384054482,0,0.927928885733764,0.436584560259731,0.132764605442712,28.8893772646914,25.3191973338362,36.6626853974504,14.1737058230339,4.6993271948679,6.14527525845999,120.910207864084,1987
CAMPECHE,60.12772841497,0.282566153052316,1.78431278277807,9.97313517368517,101.926281173653,183.869956591827,189.816561272357,190.686160039142,126.72004073655,71.847607323761,105.512030734138,21.625638508092,1064.17201890401,1987
COAHUILA,16.2427422931042,34.1334029998302,8.72449435621901,22.7701239767184,75.0044242826861,50.0501157485908,47.7056459010777,56.2915327720978,49.0491990773484,25.354231265136,6.37000659828369,4.39669538419264,396.092614655285,1987
COLIMA,7.26297417423375,23.8535901627408,0.674904710052773,5.02362133250932,3.18973121431062,88.9395491046651,286.968930423237,162.399358863152,104.631294564549,21.1551244073298,18.1820266903985,9.32596537829841,731.607071025477,1987
CHIAPAS,36.350888303751,44.5484887749201,61.8240426436508,29.9062642524562,67.1324929748049,375.350303707119,377.65486309211,272.417858328292,257.909358136556,94.356344795495,90.7661514513936,95.4809319980243,1803.69798845857,1987
CHIHUAHUA,8.17470871594759,6.10121878428969,3.6735005569747,52.0251326125235,30.0809167533449,31.2448475366602,106.682561700647,128.006721361941,73.35543425864,10.1289312928955,3.76033585644209,13.7334155207993,466.967724951106,1987
CIUDAD DE MÉXICO,0,5.7919217511762,4.44418881950391,19.5077849638119,48.7261283118526,108.058248424308,215.104932354282,172.186996409449,116.273471343744,0,3.10862714381398,0,693.202299521942,1987
DURANGO,19.2441893563196,14.7131058148501,0.0336186752556137,6.5845764021233,24.4550774850143,42.567000366558,89.9719569874491,161.404134900408,87.7504311912681,11.118425770792,5.97499857791347,15.3439944866576,479.161510014609,1987
GUANAJUATO,11.8919281254789,31.6112956124695,76.7046993038175,17.6955560847572,40.0996528403937,56.1791346720345,142.44207142336,104.618992564622,76.083015009232,0.774963555510246,11.3060766933162,10.034042844632,579.441428729624,1987
GUERRERO,1.90203087566834,0.532916072315811,3.46195115713534,7.79781855705128,28.9497195253536,179.607745353684,292.567849420262,194.118295409651,196.690728175352,26.3964632863695,19.0915417892527,0.8994605114928,952.016520133588,1987
HIDALGO,13.8170202638953,6.08546398104282,18.8396596916808,34.097549309212,68.1138998252181,111.43928369993,128.26844005128,54.417795455565,84.6925817763062,32.4468061778683,47.4881066906099,8.25555531568699,607.962162238295,1987
JALISCO,15.0750351664502,46.8790680242288,61.431938421682,9.34953552349695,32.2477846538583,137.685394665857,234.616314710138,179.352195234469,111.8532777828,33.1615062879358,15.4439677951317,12.5730205795774,889.669038845625,1987
ESTADO DE MÉXICO,1.45109815431629,4.69969925080368,10.3522507241587,25.6167187181564,41.068555287051,149.133499134759,220.935872651552,158.729086687266,107.128107678618,7.92512642111817,12.7937884000014,1.4120645825391,741.24586769034,1987
MICHOACÁN,4.62879217648162,4.4641917316621,4.93609064173182,46.1044941245242,33.7803849321113,92.6118808572681,258.955162642312,117.282514826389,82.7363367053154,17.3900819864568,9.70291672659388,3.7986734989654,676.391520849812,1987
MORELOS,1.05260369164041,0.668794690161618,2.96515811500067,6.35140955639149,21.9715090488393,145.468544777256,255.987642937192,103.659633273394,135.953612923178,6.89190486426297,5.59871921542703,1.71968398836118,688.289217081105,1987
NAYARIT,56.8214712823803,54.2244640307508,13.444064648777,0.407626799633307,8.97597405640361,92.4581453996042,304.170148126946,293.399275713203,194.254060310094,12.3325754772925,6.10577314861571,14.7730647708636,1051.36664376456,1987
NUEVO LEÓN,39.5972497619576,32.0769244768902,17.1195401468464,37.930067418349,75.1329445351128,147.652801659561,82.2950447737952,90.2532724234133,127.939919314307,29.9162135350698,9.35613288394439,12.7279079225903,701.998018851837,1987
OAXACA,0.96624921182378,5.98500997645547,21.3258637027026,28.4163054755901,55.2943305146919,232.359223180121,308.896424261949,76.9022751323939,170.335773585549,22.51380807473,53.7558812042346,15.2595626360193,992.010706956261,1987
PUEBLA,21.2636547410922,19.3884704287313,27.5617208543375,27.2180410912819,68.4921542670956,167.813990475678,215.558837405252,135.546888959288,179.066454999755,97.5476247120964,110.44905603597,23.2333965473553,1093.14029051793,1987
QUERÉTARO,4.17401464714342,6.26605766852584,21.4619043854753,20.7136525125677,44.4995788452456,113.137807008988,129.478917496321,56.0803994971033,56.0244780211749,18.9753883077075,13.5099272974297,4.37981142964325,488.701937117326,1987
QUINTANA ROO,86.3070731962411,55.6096471230475,61.2189443613835,16.677469758882,327.319186899294,168.174735162882,88.7970380671603,107.253837631922,107.260584796267,71.829494063947,134.663544166253,71.2494827474056,1296.36103797469,1987
SAN LUIS POTOSÍ,15.9667626111651,19.5511601859525,15.9002749895798,38.6823003726705,135.963623410387,142.817312606753,276.542821507883,56.6372617406225,149.039277686072,21.4775287496284,24.5813468556587,7.39456249828163,904.554233214654,1987
SINALOA,13.8321465702092,22.0535723769563,9.05952433438244,9.34378783901177,8.46496679074774,23.2399493535548,133.805990034237,133.131121010351,99.6474330641516,21.9310975186512,9.76070923558862,35.5776092107873,519.847907338629,1987
SONORA,4.70703446315742,23.3098512803974,1.96601281339521,4.27903057118922,15.8529507980643,10.4768126144236,83.8143366985301,98.1176857339011,33.1225880776172,7.7293147018322,4.052819844214,34.1713984927484,321.59983608947,1987
TABASCO,70.4786683655989,78.4706183015812,83.5100287116471,28.2943659155087,55.3776129603958,341.94154847946,289.394671387001,275.210688167337,281.230301412366,241.872718179322,214.542059427016,166.251413739711,2126.57469504694,1987
TAMAULIPAS,29.5537707963156,21.4629383861035,22.0923096046514,24.7435225001744,114.858317148646,142.838571816555,134.549557563123,69.9954329081307,84.8802491778423,38.757938612964,12.6678833573052,3.76341119065756,700.163903062469,1987
TLAXCALA,0.576000616878596,3.78826101875185,5.30439065669563,30.7610122840244,63.2871643567476,139.477985635317,141.566687272065,117.765815086179,64.795888227976,0.263261378944541,9.62462842784123,4.68685539525991,581.897950356681,1987
VERACRUZ,10.9058572133862,10.5616350387304,35.6117868026677,27.6572823795343,61.7230330680356,215.66665221656,280.545005515919,111.867216432993,230.356792932845,67.6895413101337,78.7577351321912,25.2435709078624,1156.58610895086,1987
YUCATÁN,35.2052098231596,12.9321817125889,20.7037633655488,9.20336448542119,137.773997823609,132.242416875744,132.456615985833,114.075037853688,189.363431858265,71.5331112252417,72.7611461122152,57.0179645109064,985.268241632221,1987
ZACATECAS,51.3179452567746,44.7531742607144,3.23101626384828,6.48718396699653,25.8575324185465,55.8977336725907,116.212742733812,70.5633622347551,105.111423492964,2.63580962023333,4.77111589351457,28.7353631711349,515.574402985885,1987
NACIONAL,20.1,22,16.8,21.8,52.6,101.4,152.5,113.8,104.1,32.1,28.2,23.8,689.2,1987
AGUASCALIENTES,0.0214754853159066,0,1.99571231342074,17.8689293604085,0,38.3473788713249,119.920120343685,102.235403304876,73.5609546641153,29.5314850614915,12.7516712530862,10.5888295462321,406.821960203956,1988
BAJA CALIFORNIA,41.6043647251519,20.2299621510793,15.3031902951238,47.2826753320508,3.02141788022593,0,0.0621508043832107,6.46393872874965,2.47874421269637,1.16485293302227,19.3200566094423,35.4748946627377,192.406248334663,1988
BAJA CALIFORNIA SUR,0.595533741457241,0.0405230211814412,0.209871658498774,13.0551247650663,0.135906061058788,1.46964665836482,14.275719480368,18.8838842609393,43.2501963724697,5.74573325248045,0.920715020111926,10.4291666854654,109.012020977462,1988
CAMPECHE,0.519327054015272,19.3540257157384,107.680079263509,3.93715290805046,13.8392645978217,329.886969709875,281.18639889573,221.906523363621,138.203806004372,85.0907381910497,34.5406533787452,38.6420462109527,1274.78698529348,1988
COAHUILA,4.01291728283104,8.16596249060648,1.23196136835092,13.4781569166791,32.3459990102238,23.987777572335,87.4358081631921,70.3156205468997,112.803609102874,17.6427776600439,7.90941156320962,4.76933323287963,384.099334910125,1988
COLIMA,1.56747622832952,0,3.92141789488553,3.52276575579385,0.285476129837472,89.4452715652689,180.968270344341,235.423537601907,183.443545336776,67.5311479155638,14.8388605656223,8.00249855704973,788.950267895375,1988
CHIAPAS,105.422230758675,115.691567743336,44.5334992167594,35.9915256507283,45.1045108471689,332.392558596122,231.746813033882,412.063649363554,347.30992400442,216.858214771547,117.447356102132,60.9689330894934,2065.53078317782,1988
CHIHUAHUA,8.44668903298171,4.21485044234009,4.16187709742774,22.1070038285113,4.2364241444441,43.7788085775446,101.739825271076,118.814675423634,53.9413716064507,35.6590399974567,2.68116759372939,11.2555570363649,411.037290051961,1988
CIUDAD DE MÉXICO,0,10.9308536583499,36.313402233706,12.5963752540814,71.986870156288,174.854442412785,193.80193918648,142.539843439366,92.3344985497626,14.9912019040267,17.8625466913182,2.92677740530537,771.138750891469,1988
DURANGO,5.20883055668799,3.27195912439843,1.58697642546061,2.16462562218851,4.13499003613383,75.6462904450992,149.074208040907,119.780147823561,56.434186846954,8.91480647007649,4.87584493964431,20.519131398554,451.611997729665,1988
GUANAJUATO,0.129972119189076,0.040866201822423,7.4287034930318,35.7261834369812,1.30128254597409,59.2338197046523,148.314583024369,129.195033852635,90.3655260266291,38.1217639052019,10.9681570913303,9.27264638613612,530.098537787952,1988
GUERRERO,0.416410819018442,0.819833367998359,3.28682297735707,0.498198840729525,8.86419527924918,334.500688508207,247.94427210281,374.819083826248,214.828035397382,67.0290829318635,5.27657344757907,0.129629220884539,1258.41282671933,1988
HIDALGO,7.45108399890339,13.4987735676549,60.6464129241651,40.1371633544966,46.3162463761871,124.02885162056,138.450910998917,125.925682415341,127.995830609648,29.346254739165,15.4843849764922,7.55975533192248,736.841350913453,1988
JALISCO,0.768707277897067,0,6.59710165135348,12.3317933429271,0.592473190490655,106.227762296506,244.387050896098,204.595558741289,122.348031792251,47.1859311706166,12.3006275683288,9.10404278370459,766.439080711462,1988
ESTADO DE MÉXICO,2.1825519564351,4.63577666945263,31.6873288657221,8.54404557228351,25.2720382548304,159.845109543464,207.014299756662,213.992979910482,161.195969147532,30.109498166047,10.5217294738379,1.71033873987386,856.711666056622,1988
MICHOACÁN,1.61216465097692,0.9020683641227,16.3971220849883,1.68819208561608,2.79824235546519,152.315290608192,173.559198726478,279.159431668533,142.295359185769,21.3604964642212,3.11157188947269,0.288031711622421,795.487169795458,1988
MORELOS,0.822329036664793,0.621899365098526,13.6449348669575,5.61672249720084,14.5518228625062,184.498324564636,169.892112684812,133.416951605505,111.854442412302,14.503353809942,1.06773413244307,1.51423613946155,652.00486397753,1988
NAYARIT,2.29796629469901,0.49412251952394,1.25741555173463,2.59146321650181,0.655888141195462,181.462387686202,271.830411508904,349.921351128086,140.949610355732,40.1464869511219,1.85301852939271,7.03827176863038,1000.49839365172,1988
NUEVO LEÓN,29.2771279458497,13.6068236699035,17.4917482230863,51.3501665201092,50.5859306912305,80.1781335300099,84.4244367503202,156.676594593717,258.671558599572,32.2187012173788,1.16431795047845,1.88554489351862,777.531084585174,1988
OAXACA,53.616166767276,0.578528583882602,9.30479533091999,19.5945337197392,130.524672399428,321.300261585016,414.364073181155,348.574850163795,249.740861429918,74.9390647422521,14.2847257249498,5.30963276975285,1642.13216639808,1988
PUEBLA,35.2303227522077,26.6992104913635,28.7758374074222,56.4896477688908,68.4043678196791,219.599262367813,190.198341916224,225.000903406127,194.952463962658,98.008063775922,43.9726474400768,32.1034155618094,1219.43448467019,1988
QUERÉTARO,3.63271939781779,2.07095957850668,41.8958913410853,24.6687418981492,31.4405229405269,96.8927057875494,151.948720721948,140.971906376224,76.9530336004351,35.0490546676166,7.02949567889022,3.04411327356431,615.597865262314,1988
QUINTANA ROO,41.7006239153813,14.0160011448108,90.853134243818,19.0369006431008,11.5540176067351,268.130793804868,128.503972281613,110.545290746856,102.52602199126,41.5013127814256,78.3923843886869,37.0820296783662,943.842483226922,1988
SAN LUIS POTOSÍ,14.786823496406,14.7446013417365,43.6020328033235,62.1224735032571,65.6252948868936,171.353373958379,187.276468154222,269.062925811842,158.896262979814,40.6697215158347,6.25327249253848,7.04107338517421,1041.43432432942,1988
SINALOA,6.27863744333616,2.65740008034867,4.20302011933503,10.7918121151929,2.20516350783964,29.5534713255923,147.557110458009,251.234272408927,94.9614865526834,31.6697808854518,7.12953608486726,25.5656320479315,613.807323029515,1988
SONORA,12.6474036456768,1.19675120580711,8.88370516230841,11.1747837849467,0.805839290551731,0.604115699475856,185.079612731257,105.697673306887,90.503303416631,41.8848385258336,0.743116149941692,36.1140281601244,495.335171079441,1988
TABASCO,201.220277258627,161.647699994218,64.6349769452167,47.3900820170507,31.6603787500162,305.27206345443,185.500965275467,411.822938302494,245.843732429765,434.305143547891,243.481225405801,135.585096081239,2468.36457946222,1988
TAMAULIPAS,34.0171313954879,15.6967879641439,18.7925437000994,41.3729388534604,55.7093073342497,163.495817031222,104.055217501349,205.43816387636,163.649148185327,49.4028469111969,12.0860001471122,7.77228053156969,871.488183431578,1988
TLAXCALA,3.97826039870262,6.2312732012305,16.869665608479,17.5296259446646,43.0415237603876,149.470249422923,123.718041542841,142.32113937533,92.0614564046367,18.1698528501115,8.74708622211219,1.97201186668267,624.110186598101,1988
VERACRUZ,47.4901062802271,29.4502459309051,30.6606508756499,44.3502598471027,70.1230915241829,229.809669319011,245.114903349279,218.427067069215,199.34457971977,95.2925332165655,35.5292010776585,33.4294654452139,1279.02177365478,1988
YUCATÁN,41.5304538201358,34.1533030960758,40.1694876635635,15.0166468991904,50.3879604144264,201.812602090969,232.434217972403,170.05935309825,141.939304250691,67.4551750008478,42.209534412334,28.1992442260328,1065.36728294492,1988
ZACATECAS,2.14937796331883,1.81239973167168,3.4578206576218,19.324784699607,5.51232541143897,95.102208110697,131.627345115655,114.476785358159,50.3771317001295,8.63311550512404,7.35639154530906,1.2829837536212,441.112669552353,1988
NACIONAL,20.2,13.2,17.7,21.7,24.8,121.6,162.4,173.8,123.8,49.7,17.9,18.8,765.6,1988
AGUASCALIENTES,0,0,0,2.55386287348591,24.6680834246229,10.5807558021466,44.6299447180923,232.738287842063,39.5994987677206,9.13868718129345,27.4685441427669,12.7027368524687,404.08040160466,1989
BAJA CALIFORNIA,17.1922473941558,12.0239655670063,22.8502627315588,2.73905696014748,1.10150537663034,0,0.721257881025918,0.776138557684733,8.64155766812473,12.1460577186155,1.56364021831791,9.9007418246895,89.656431897957,1989
BAJA CALIFORNIA SUR,27.713107124413,11.8816309332781,0.451808079444091,0,0.125579379419014,0,23.1830323969177,79.1005869273287,32.4517523975875,11.3468225764584,7.90292221423099,20.717945463745,214.875187492822,1989
CAMPECHE,60.0464758523216,3.55734311147333,17.2551729867882,1.3369613671821,10.2270509462254,177.839053577018,188.622097234765,230.463866624295,331.005599607193,112.952861423629,26.2595037033974,40.4179579770394,1199.98394441133,1989
COAHUILA,6.83044396621184,4.81773324490813,2.63742268047251,10.7080396427274,29.7727762422954,57.3254900262855,15.2638140926661,49.0189616293641,43.7274817551208,26.3969861097871,53.4306749570097,22.3192227470755,322.249047093924,1989
COLIMA,0,0,0,0.785186688980379,7.51803916740871,34.3059298762439,85.3894853359588,363.16213098201,137.500372283311,33.3351515783217,42.4988041154196,19.5433894723605,724.038489500015,1989
CHIAPAS,86.705597233836,43.6973737099338,43.5119706571576,41.8708353089833,120.214913068685,242.429667489168,161.178687743936,261.365099391621,382.002482383294,219.411867645749,123.64717717872,120.494652517072,1846.53032432816,1989
CHIHUAHUA,9.91247695231811,13.0695998372893,11.9199021536255,5.94212502880311,8.08485177904258,17.3729486574725,77.3198054909646,117.103581284066,54.6397847842958,26.0088998025882,9.23966507588642,22.5946391892952,373.208280035647,1989
CIUDAD DE MÉXICO,0.443721826578985,0,1.94382373839113,17.2293388431288,80.1450205933419,84.8872407387393,97.8801870133032,173.983663626938,87.7737798141067,28.9605937315607,3.5213552614984,15.2739258106654,592.042650998253,1989
DURANGO,7.64480717848758,3.95265115180919,1.80550592763361,1.59612256486637,9.65291104380814,4.1416449417973,76.3474706490006,123.839439548347,57.6134698689078,29.118443568581,46.0453909872879,24.181727539569,385.939584970096,1989
GUANAJUATO,0.040894630801195,0.327790393443655,0.216619664081105,6.08013452729705,48.7752164293219,19.4067181875889,51.3646387058528,263.049154965508,48.5427612494902,11.1507900552372,23.0717567668973,11.8769681712938,483.903443746813,1989
GUERRERO,1.44211139456902,0.22035762283515,1.46402882242262,4.11650739193444,19.4838816633953,238.778899350394,198.373057358312,268.953420000753,361.315075229444,126.409597100701,19.2443213168197,4.65055274202143,1244.4518099936,1989
HIDALGO,13.5591013703265,30.7431665925493,21.9976695100379,42.0087712437389,46.5027393748249,124.979478224278,107.498397963098,141.471051634793,160.616038220977,52.7405458866743,41.1967531181176,20.2830043902483,803.596717529664,1989
JALISCO,0,0.0304770469768506,0,2.65908292032638,26.8853143512478,28.7558401806833,103.197228164306,392.219457726987,79.083917972808,19.9699640126358,32.9212814665676,18.8723826831789,704.594946525718,1989
ESTADO DE MÉXICO,0.905693349533684,1.64205259809833,1.67703295127827,10.0345319517593,56.1192160294042,111.430101976569,124.930634107203,213.085761478223,136.626394395485,58.3303580287739,23.5658513240105,12.6120516941782,750.959679884516,1989
MICHOACÁN,0.0311250385416879,0.406168439738346,0.0418473571809853,3.17053570636602,9.89598071769468,106.289134660134,133.531625384079,180.138753177767,166.138264641946,33.9074311521528,10.2452979985529,18.0425471442104,661.838711418364,1989
MORELOS,2.41699686742441,0.810292560466326,0.972519262291535,12.1550757706527,23.2253335567039,148.472021949957,111.818106593529,176.346693823551,123.553243350097,47.3817236694401,6.55297436106031,3.7574456807593,657.462427445933,1989
NAYARIT,1.13911583078915,1.29271418711298,0.302041710152269,1.0490551768439,2.69943236629924,42.0802648689046,183.79973859116,311.610916051695,134.877052400891,58.739034014575,35.6070867443793,15.8945720324805,789.091023975283,1989
NUEVO LEÓN,17.1967331549968,11.1457585899255,2.34194771108859,25.6657980805403,12.4389153909468,36.8362867724921,60.8077971544888,90.5665528473158,106.905200685116,29.2429239536673,17.3244910368806,54.3470503938965,464.819455771355,1989
OAXACA,9.59727565624519,11.9304731302642,11.5767414656549,25.4472627604189,109.19757344915,305.718958714453,243.755820906871,263.824664026804,234.110062333656,58.9717996170704,50.3492162315151,67.8117386140248,1392.29158690613,1989
PUEBLA,25.2568040741411,29.1833824777272,27.1912436773524,36.540520835079,35.7219740485333,200.740697938728,141.067498196883,195.218766733148,144.310214256875,76.2125616607453,70.6703747191143,41.5839530408257,1023.69799165915,1989
QUERÉTARO,2.84850879842836,10.5790792394556,1.1920159656864,12.8969604671678,31.5396030815904,77.6036572404452,74.5617170980982,156.916399124113,66.1229691249047,19.4431880370498,10.1784628529196,12.4691221157322,476.351683145591,1989
QUINTANA ROO,148.866308327726,7.05797444151604,21.2096780458106,24.3913274353515,56.7714986806488,204.484285396296,132.973943174708,159.188341192909,320.919801571159,115.375707216152,61.2280161304205,113.853345430002,1366.3202270427,1989
SAN LUIS POTOSÍ,11.3079125507941,29.3999460785669,2.28174965267917,43.1405106219959,21.9495620509747,112.899985160683,91.1248808728304,270.113810374431,140.123536797912,36.2821895521191,32.9380516735662,44.9540190735794,836.516154460132,1989
SINALOA,20.5274899168629,15.3745807734414,2.70267390594735,1.04172665021778,7.73847962700524,40.6957757848523,153.205023520429,188.707136699385,99.2419148987916,43.5091868811713,27.0213895522944,29.2233551101355,628.988733320534,1989
SONORA,28.9560816713078,20.6716062526096,6.88410623474709,1.90013826549058,2.63099589007316,4.65219732098488,102.825105288395,129.453783462465,54.7901048975817,33.9923171592133,11.6684186336928,32.1266181171874,430.551473193748,1989
TABASCO,176.089978557975,59.4787533512723,60.0485112940929,45.4394308926996,109.165520378577,199.909780795881,97.4357113987871,225.483955938307,432.648811200332,343.081269984027,193.509535809819,247.907685852369,2190.19894545414,1989
TAMAULIPAS,22.2066339991456,11.3842008809118,0.795201377385249,37.5113110775536,3.0647743116995,88.1000819196282,175.989544665137,67.2008212830067,33.3192204205906,29.8808930499758,22.5786392361991,70.6518212048739,562.683143426107,1989
